EMS,DPN,MPN,Supplier,Designation,Designation2,Family,Price,Currency,Origin,Valid_From,MOQ,Incoterm,LT(wk),TYPE
Tymphany,DPN001572,STM32F070CBT6,ST,IC MCU Cortex M0 128KB FLASH 48LQFP,,IC - Microcontroller,"0,6685",USD,RFQTWIX,2020-05-26,,,,
Seprolec,DPN001574,UPW1J222MHD,NICHICON,CAP ALUM 2200UF 20% 63V RADIAL,Aluminum Electrolytic Capacitors - Leaded 63volts 2200uF 18x40 20% 7.5LS,Passives - Chemical capacitors,"0,72",EUR,PACOV3_01-09-2020,2020-09-10,,,,SPC
Seprolec,DPN001575,MAL214699803E3,VISHAY,CAP ALUM 47UF 20% 63V SMD,,Passives - Chemical capacitors,"0,5455",EUR,PACOV3_01-09-2020,2020-09-10,,,,SPC
Seprolec,DPN001576,MEC1-108-02-F-D-A-K-TR,SAMTEC,Conn SMT 1x8 points Socket for PCB,MEC1-108-02-F-D-A,Connectors - Inner connection (HP or other),"0,925",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Seprolec,DPN001577,SN74LVC157APWR,Texas Instruments,IC QUAD 2-1 DATA SEL/MUX 16TSSOP,,IC - Logic,"0,1418",USD,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN001582,CY8CMBR3108-LQXI,Cypress,IC CAP SENSE 16QFN,"8 inputs Cypress capacitive sensor with SmartSense and AutoTuning, 16-Pins QFN",IC - Sensors & microphones,"0,65",USD,BOM Bosch 20180704,2018-07-04,2500,DDP Mondeville,16,
Seprolec,DPN001582,CY8CMBR3108-LQXI,Cypress,IC CAP SENSE 16QFN,"8 inputs Cypress capacitive sensor with SmartSense and AutoTuning, 16-Pins QFN",IC - Sensors & microphones,"0,806",USD,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN001585,ECWFE2W105K,PANASONIC,CAP FILM 1UF 10% 450VDC RADIAL,,Passives - Film capacitors,"11,7",JPY,Bom Bosch PSU-MADH 20200312,2020-03-01,10000,FCA Leipzig,,SPC
Bosch,DPN001586,CD-DF406S,BOURNS,BRIDGE RECT 1PHASE 600V 4A SMD,,Dicrete - Diodes,"0,15",EUR,Bosch20200505,2020-05-01,3000,DDP mondeville,15,
Tymphany,DPN001586,CD-DF406S,BOURNS,BRIDGE RECT 1PHASE 600V 4A SMD,,Dicrete - Diodes,"0,1879",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN001587,7447231221,WURTH,FIXED IND 220UH 1.75A 200 MOHM,,Passives - Standard inductors,"0,4802",EUR,Bosch20200505,2020-05-01,28800,DDP Mondeville,12,
Tymphany,DPN001587,7447231221,WURTH,FIXED IND 220UH 1.75A 200 MOHM,,Passives - Standard inductors,"0,583",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN001588,1M 1% 0402,_Generic_,RES 1M 1% 0402,,Passives - Resistors,"0,08",JPY,Bosch20200525,2020-05-01,10000,DAP Mondeville,14,
Seprolec,DPN001588,1M 1% 0402,_Generic_,RES 1M 1% 0402,,Passives - Resistors,"0,0025",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN001591,744822222,WURTH,CMC 2.2MH 2A 2LN TH,,Passives - Standard inductors,"0,5871",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN001609,"BC847BS,115",Nexperia,TRANS 2NPN 45V 0.1A 6TSSOP,,Dicrete - Standard transistor,"0,0115",USD,BOMBoschPaula20180607,2018-07-01,,,,
Bosch,DPN001624,TPS73201DRBR,Texas Instruments,IC REG LINEAR POS ADJ 250MA 8SON,,IC - PMIC Voltage Regulators LDO,"0,37",USD,Bosch20200525,2020-05-01,3000,DDP Mondeville,21,
Seprolec,DPN001624,TPS73201DRBR,Texas Instruments,IC REG LINEAR POS ADJ 250MA 8SON,,IC - PMIC Voltage Regulators LDO,"0,3566",USD,PACOV3_01-09-2020,2020-09-10,,,,
Seprolec,DPN001669,CRA2512-FZ-R020ELF,BOURNS,RES 0.02R 1% 3W 2512,CRA2512-FZ-R020,Passives - Resistors,"0,15",EUR,Prix PACO V3 15-12-2018,2019-01-11,,DDP,,
Seprolec,DPN001673,S5JC,VISHAY,DIODE GEN PURP 600V 5A DO214AB,S5J,Dicrete - Diodes,"0,095",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN001675,SMF-10-2.5-7,U-TEK,Gasket contact,,Meca - Rubber,"0,083",USD,manufacturerquote,2018-05-31,100000,FOB Taiwan,5,
Bosch,DPN001676,ADTSAM-63N-V-T/R,DIPTRONICS,SWITCH TACT COUDE,DTSAM-63N-V-T/R,Connectors - Switch,"0,084",USD,BOM Bosch 20180704,2018-07-04,5000,FCA HK ,4,
Seprolec,DPN001676,ADTSAM-63N-V-T/R,DIPTRONICS,SWITCH TACT COUDE,DTSAM-63N-V-T/R,Connectors - Switch,"0,084",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Tymphany,DPN001677,1uF 25V 10% 0603 X5R,_Generic_,CAP CER 1UF 25V 10% 0603 X5R,,Passives - Ceramic capacitors,"0,04",USD,aupif,2010-01-01,,,,GEN
Bosch,DPN001678,"3403,0173",Schurter,FUSE BOARD MNT 5A 250VAC 125VDC,Surface Mount Fuses UMT 250 FUSE 5A T,"Discret - Circuit protection (Fuses, ICL, TVS)","0,27",EUR,BOM Bosch 20180704,2018-07-04,30000,FCA Arc en Barois,26,
Tymphany,DPN001678,"3403,0173",Schurter,FUSE BOARD MNT 5A 250VAC 125VDC,Surface Mount Fuses UMT 250 FUSE 5A T,"Discret - Circuit protection (Fuses, ICL, TVS)","0,2583",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN001681,4.7nF 100V 10% 0805 X7R,_Generic_,CAP CER 4.7NF 100V 10% 0805 X7R,,Passives - Ceramic capacitors,"2,2",JPY,Bosch20200525,2020-05-01,4000,DDP Mondeville,16,GEN
Seprolec,DPN001681,4.7nF 100V 10% 0805 X7R,_Generic_,CAP CER 4.7NF 100V 10% 0805 X7R,,Passives - Ceramic capacitors,"0,0193",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Tymphany,DPN001681,4.7nF 100V 10% 0805 X7R,_Generic_,CAP CER 4.7NF 100V 10% 0805 X7R,,Passives - Ceramic capacitors,"0,0068",USD,RFQTWIX,2020-05-26,,,,GEN
Bosch,DPN001682,4.7nF 100V 10% 0603 C0G,_Generic_,CAP CER 4.7NF 100V 10% 0603 C0G,,Passives - Ceramic capacitors,"0,0139",EUR,DPN907,2018-08-17,,,,GEN
Bosch,DPN001683,2.2UF 50V 20% 0603 X5R,_Generic_,CAP CER 2.2UF 50V 20% 0603 X5R,,Passives - Ceramic capacitors,"0,0417",EUR,DPN1566,2018-08-17,,,,GEN
Seprolec,DPN001683,2.2UF 50V 20% 0603 X5R,_Generic_,CAP CER 2.2UF 50V 20% 0603 X5R,,Passives - Ceramic capacitors,"0,0341",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Bosch,DPN001684,470NF 16V 10% 0603 X7R,_Generic_,CAP CER 470NF 16V 10% 0603 X7R,,Passives - Ceramic capacitors,"0,441",JPY,Bosch20200525,2020-05-01,10000,DDP Mondeville,37,GEN
Devialet,DPN001684,470NF 16V 10% 0603 X7R,_Generic_,CAP CER 470NF 16V 10% 0603 X7R,,Passives - Ceramic capacitors,"0,0029",EUR,DPN282,2018-08-17,,,,GEN
Seprolec,DPN001684,470NF 16V 10% 0603 X7R,_Generic_,CAP CER 470NF 16V 10% 0603 X7R,,Passives - Ceramic capacitors,"0,0119",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Tymphany,DPN001684,470NF 16V 10% 0603 X7R,_Generic_,CAP CER 470NF 16V 10% 0603 X7R,,Passives - Ceramic capacitors,"0,0034",USD,RFQTWIX,2020-05-26,,,,GEN
Bosch,DPN001685,10uF 10V 10% 0805 X7R,_Generic_,CAP CER 10UF 10V 10% 0805 X7R,,Passives - Ceramic capacitors,"0,0339",EUR,DPN285,2018-08-17,,,,GEN
Bosch,DPN001686,27PF 50V 5% 0402 C0G,_Generic_,CAP CER 27PF 50V 5% 0402 C0G,,Passives - Ceramic capacitors,"0,112",JPY,Bosch20200525,2020-05-01,10000,DDP Mondeville,38,GEN
Seprolec,DPN001686,27PF 50V 5% 0402 C0G,_Generic_,CAP CER 27PF 50V 5% 0402 C0G,,Passives - Ceramic capacitors,"0,0045",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Bosch,DPN001687,10PF 50V 5% 0402 C0G,_Generic_,CAP CER 10PF 50V 5% 0402 C0G,,Passives - Ceramic capacitors,"0,237",JPY,Bosch20200525,2020-05-01,10000,DDP Mondeville,24,GEN
Devialet,DPN001687,10PF 50V 5% 0402 C0G,_Generic_,CAP CER 10PF 50V 5% 0402 C0G,,Passives - Ceramic capacitors,"0,0018",EUR,DPN275,2018-08-17,,,,GEN
Seprolec,DPN001687,10PF 50V 5% 0402 C0G,_Generic_,CAP CER 10PF 50V 5% 0402 C0G,,Passives - Ceramic capacitors,"0,006",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Tymphany,DPN001687,10PF 50V 5% 0402 C0G,_Generic_,CAP CER 10PF 50V 5% 0402 C0G,,Passives - Ceramic capacitors,"0,0021",USD,RFQTWIX,2020-05-26,,,,GEN
Bosch,DPN001690,1pF 25V 10% 0402 C0G,_Generic_,CAP CER 1PF 25V 10% 0402 C0G,,Passives - Ceramic capacitors,"0,299",JPY,Bom Bosch PSU-MADH 20200312,2020-03-01,10000,DDP MoP,16,GEN
Seprolec,DPN001690,1pF 25V 10% 0402 C0G,_Generic_,CAP CER 1PF 25V 10% 0402 C0G,,Passives - Ceramic capacitors,"0,004",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Bosch,DPN001691,1uF 35V 10% 0603 X7R,_Generic_,CAP CER 1UF 35V 10% 0603 X7R,,Passives - Ceramic capacitors,"1,018",JPY,Bosch20200525,2020-05-01,4000,DDP Mondeville,16,GEN
Devialet,DPN001691,1uF 35V 10% 0603 X7R,_Generic_,CAP CER 1UF 35V 10% 0603 X7R,,Passives - Ceramic capacitors,"0,0149",EUR,DPN1549,2018-08-17,,,,GEN
Seprolec,DPN001691,1uF 35V 10% 0603 X7R,_Generic_,CAP CER 1UF 35V 10% 0603 X7R,,Passives - Ceramic capacitors,"0,038",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Tymphany,DPN001691,1uF 35V 10% 0603 X7R,_Generic_,CAP CER 1UF 35V 10% 0603 X7R,,Passives - Ceramic capacitors,"0,0175",USD,RFQTWIX,2020-05-26,,,,GEN
Bosch,DPN001692,10uF 25V 20% 1206 X7R,_Generic_,CAP CER 10UF 25V 20% 1206 X7R,,Passives - Ceramic capacitors,"0,0224",EUR,DPN947,2018-08-17,,,,GEN
Bosch,DPN001694,22UF 6.3V 20% 0805 X5R,_Generic_,CAP CER 22UF 6.3V 20% 0805 X5R,22UF 6V3 20% 0805 X5R,Passives - Ceramic capacitors,"3,7",JPY,Bosch20200525,2020-05-01,10000,DDP Mondeville,24,GEN
Seprolec,DPN001694,22UF 6.3V 20% 0805 X5R,_Generic_,CAP CER 22UF 6.3V 20% 0805 X5R,22UF 6V3 20% 0805 X5R,Passives - Ceramic capacitors,"0,0295",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Seprolec,DPN001696,100nF 630V 10% 1210 X7T,_Generic_,CAP CER 100NF 630V 10% 1210 X7T,,Passives - Ceramic capacitors,"0,1537",EUR,DPN1545,2018-08-17,,,,GEN
Bosch,DPN001697,47uF 10V 20% 0805 X5R,_Generic_,CAP CER 47UF 10V 20% 0805 X5R,,Passives - Ceramic capacitors,4,JPY,Bosch20200525,2020-05-01,10000,DDP Mondeville,20,GEN
Seprolec,DPN001697,47uF 10V 20% 0805 X5R,_Generic_,CAP CER 47UF 10V 20% 0805 X5R,,Passives - Ceramic capacitors,"0,173",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Tymphany,DPN001697,47uF 10V 20% 0805 X5R,_Generic_,CAP CER 47UF 10V 20% 0805 X5R,,Passives - Ceramic capacitors,"0,0362",USD,RFQTWIX,2020-05-26,,,,GEN
Bosch,DPN001698,30pF 50V 5% 0402 C0G,_Generic_,CAP CER 30PF 50V 5% 0402 C0G,,Passives - Ceramic capacitors,"0,0018",EUR,DPN1557,2018-08-17,,,,GEN
Bosch,DPN001699,B57153S0479M0,TDK,ICL 4.7 OHM 20% 3A 8.5MM,NTC thermistors for inrush current limiting,"Discret - Circuit protection (Fuses, ICL, TVS)","0,062",EUR,BOM Bosch 20180704,2018-07-04,3000,DDP Mondeville,13,
Tymphany,DPN001699,B57153S0479M0,TDK,ICL 4.7 OHM 20% 3A 8.5MM,NTC thermistors for inrush current limiting,"Discret - Circuit protection (Fuses, ICL, TVS)","0,0784",USD,RFQTWIX,2020-05-26,,,,
Bosch,DPN001700,390PF 100V 5% 0603 C0G,_Generic_,CAP CER 390PF 100V 5% 0603 C0G,,Passives - Ceramic capacitors,"0,0053",EUR,DPN685,2018-08-17,,,,GEN
Bosch,DPN001742,820PF 16V 10% 0402 X7R,_Generic_,CAP CER 820PF 16V 10% 0402 X7R,,Passives - Ceramic capacitors,"0,0017",EUR,DPN966,2018-08-17,,,,GEN
Seprolec,DPN001742,820PF 16V 10% 0402 X7R,_Generic_,CAP CER 820PF 16V 10% 0402 X7R,,Passives - Ceramic capacitors,"0,015",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Bosch,DPN001744,4.7UF 16V 20% 0603 X5R,_Generic_,CAP CER 4.7UF 16V 20% 0603 X5R,,Passives - Ceramic capacitors,"0,015",USD,Bosch20200525,2020-05-01,10000,DDP Mondeville,20,GEN
Seprolec,DPN001744,4.7UF 16V 20% 0603 X5R,_Generic_,CAP CER 4.7UF 16V 20% 0603 X5R,,Passives - Ceramic capacitors,"0,062",USD,PACOV3_01-09-2020,2020-09-10,,,,GEN
Bosch,DPN001749,22UF 4V 20% 0603 X5R,_Generic_,CAP CER 22UF 4V 20% 0603 X5R,,Passives - Ceramic capacitors,"1,35",JPY,Bosch20200525,2020-05-01,4000,DDP Mondeville,12,GEN
Seprolec,DPN001749,22UF 4V 20% 0603 X5R,_Generic_,CAP CER 22UF 4V 20% 0603 X5R,,Passives - Ceramic capacitors,"0,0198",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Bosch,DPN001750,2.2UF 25V 20% 0603 X5R,_Generic_,CAP CER 2.2UF 25V 20% 0603 X5R,,Passives - Ceramic capacitors,"4,27",JPY,Bosch20200525,2020-05-01,4000,DDP Mondeville,19,GEN
Seprolec,DPN001750,2.2UF 25V 20% 0603 X5R,_Generic_,CAP CER 2.2UF 25V 20% 0603 X5R,,Passives - Ceramic capacitors,"0,0135",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Tymphany,DPN001750,2.2UF 25V 20% 0603 X5R,_Generic_,CAP CER 2.2UF 25V 20% 0603 X5R,,Passives - Ceramic capacitors,"0,0047",USD,RFQTWIX,2020-05-26,,,,GEN
Devialet,DPN001751,1UF 6V3 20% 0402 X5R,_Generic_,CAP CER 1UF 6.3V 20% 0402 X5R,,Passives - Ceramic capacitors,"0,004",EUR,digikey,2018-08-17,,,,GEN
Tymphany,DPN001751,1UF 6V3 20% 0402 X5R,_Generic_,CAP CER 1UF 6.3V 20% 0402 X5R,,Passives - Ceramic capacitors,"0,0014",USD,RFQTWIX,2020-05-26,,,,GEN
Devialet,DPN001755,LTST-C191KRKT-BT,Liteon,LED RED 0603,LTST-C191KRKT,Dicrete - LED,"0,009",EUR,manufacturerquote,2010-01-01,,,,
Seprolec,DPN001755,LTST-C191KRKT-BT,Liteon,LED RED 0603,LTST-C191KRKT,Dicrete - LED,"0,009",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Seprolec,DPN001765,1NF 2000V 10% 1206 X7R,_Generic_,CAP CER 1NF 2000V 10% 1206 X7R,,Passives - Ceramic capacitors,"0,055",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Bosch,DPN001767,15PF 50V 5% 0402 C0G,_Generic_,CAP CER 15PF 50V 5% 0402 C0G,,Passives - Ceramic capacitors,"0,192",JPY,Bosch20200525,2020-05-01,100000,DDP Mondeville,24,GEN
Devialet,DPN001767,15PF 50V 5% 0402 C0G,_Generic_,CAP CER 15PF 50V 5% 0402 C0G,,Passives - Ceramic capacitors,"0,0013",EUR,DPN703,2018-08-17,,,,GEN
Seprolec,DPN001767,15PF 50V 5% 0402 C0G,_Generic_,CAP CER 15PF 50V 5% 0402 C0G,,Passives - Ceramic capacitors,"0,006",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Tymphany,DPN001767,15PF 50V 5% 0402 C0G,_Generic_,CAP CER 15PF 50V 5% 0402 C0G,,Passives - Ceramic capacitors,"0,001",USD,RFQTWIX,2020-05-26,,,,GEN
Seprolec,DPN001775,LTW-010DCG,Liteon,LED WHITE 2SMD R/A,LED LTW-010DCG,Dicrete - LED,"0,13",EUR,aupif,2010-01-01,,,,
Devialet,DPN001777,100NF 16V 10% 0201 X5R,_Generic_,CAP CER 100NF 16V 10% 0201 X5R,,Passives - Ceramic capacitors,"0,0028",EUR,DPN216,2018-08-17,,,,GEN
Bosch,DPN001779,10PF 25V 5% 0201 C0G,_Generic_,CAP CER 10PF 25V 5% 0201 C0G,,Passives - Ceramic capacitors,"0,002",EUR,DPN1541,2018-08-17,,,,GEN
Seprolec,DPN001779,10PF 25V 5% 0201 C0G,_Generic_,CAP CER 10PF 25V 5% 0201 C0G,,Passives - Ceramic capacitors,"0,0045",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Seprolec,DPN001782,1UF 16V 10% 0603 X7R,_Generic_,CAP CER 1UF 16V 10% 0603 X7R,,Passives - Ceramic capacitors,"0,005",EUR,digikey,2018-08-17,,,,GEN
Devialet,DPN001787,4.7PF 50V 5% 0402 C0G,_Generic_,CAP CER 4.7PF 50V 5% 0402 C0G,,Passives - Ceramic capacitors,"0,045",EUR,DPN1579,2018-08-17,,,,GEN
Seprolec,DPN001787,4.7PF 50V 5% 0402 C0G,_Generic_,CAP CER 4.7PF 50V 5% 0402 C0G,,Passives - Ceramic capacitors,"0,004",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Bosch,DPN001789,10PF 100V 5% 0603 C0G,_Generic_,CAP CER 10PF 100V 5% 0603 C0G,,Passives - Ceramic capacitors,"0,0182",EUR,DPN1550,2018-08-17,,,,GEN
Devialet,DPN001789,10PF 100V 5% 0603 C0G,_Generic_,CAP CER 10PF 100V 5% 0603 C0G,,Passives - Ceramic capacitors,"0,0182",EUR,DPN1550,2018-08-17,,,,GEN
Devialet,DPN001800,4.7UF 6.3V 10% 0603 X5R,_Generic_,CAP CER 4.7UF 6.3V 10% 0603 X5R,,Passives - Ceramic capacitors,"0,0266",EUR,DPN1111,2018-08-17,,,,GEN
Tymphany,DPN001800,4.7UF 6.3V 10% 0603 X5R,_Generic_,CAP CER 4.7UF 6.3V 10% 0603 X5R,,Passives - Ceramic capacitors,"0,0022",USD,RFQTWIX,2020-05-26,,,,GEN
Bosch,DPN001803,33PF 100V 5% 0805 C0G,_Generic_,CAP CER 33PF 100V 5% 0805 C0G,,Passives - Ceramic capacitors,"0,0088",EUR,DPN970,2018-08-17,,,,GEN
Seprolec,DPN001803,33PF 100V 5% 0805 C0G,_Generic_,CAP CER 33PF 100V 5% 0805 C0G,,Passives - Ceramic capacitors,"0,0252",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Bosch,DPN001805,470NF 10V 10% 0402 X5R,_Generic_,CAP CER 470NF 10V 10% 0402 X5R,,Passives - Ceramic capacitors,"0,0034",EUR,DPN775,2018-08-17,,,,GEN
Seprolec,DPN001805,470NF 10V 10% 0402 X5R,_Generic_,CAP CER 470NF 10V 10% 0402 X5R,,Passives - Ceramic capacitors,"0,0073",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Bosch,DPN001806,10NF 500V 10% 1206 X7R,_Generic_,CAP CER 10NF 500V 10% 1206 X7R,,Passives - Ceramic capacitors,"2,418",JPY,Bosch20200505,2020-05-01,10000,DDP mondeville,38,GEN
Seprolec,DPN001806,10NF 500V 10% 1206 X7R,_Generic_,CAP CER 10NF 500V 10% 1206 X7R,,Passives - Ceramic capacitors,"0,021",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Tymphany,DPN001806,10NF 500V 10% 1206 X7R,_Generic_,CAP CER 10NF 500V 10% 1206 X7R,,Passives - Ceramic capacitors,"0,0168",USD,RFQTWIX,2020-05-26,,,,GEN
Bosch,DPN001808,4.7NF 50V 10% 0402 X7R,_Generic_,CAP CER 4.7NF 50V 10% 0402 X7R,,Passives - Ceramic capacitors,"0,0007",EUR,DPN772,2018-08-17,,,,GEN
Seprolec,DPN001808,4.7NF 50V 10% 0402 X7R,_Generic_,CAP CER 4.7NF 50V 10% 0402 X7R,,Passives - Ceramic capacitors,"0,0045",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Tymphany,DPN001810,10UF 16V 20% 0805 X7R,_Generic_,CAP CER 10UF 16V 20% 0805 X7R,,Passives - Ceramic capacitors,"0,018",USD,RFQTWIX,2020-05-26,,,,GEN
Bosch,DPN001812,10UF 25V 20% 1206 X5R,_Generic_,CAP CER 10UF 25V 20% 1206 X5R,,Passives - Ceramic capacitors,"4,32",JPY,Bosch20200525,2020-05-01,6000,DDP Mondeville,20,GEN
Devialet,DPN001812,10UF 25V 20% 1206 X5R,_Generic_,CAP CER 10UF 25V 20% 1206 X5R,,Passives - Ceramic capacitors,"0,0277",EUR,DPN681,2018-08-17,,,,GEN
Seprolec,DPN001812,10UF 25V 20% 1206 X5R,_Generic_,CAP CER 10UF 25V 20% 1206 X5R,,Passives - Ceramic capacitors,"0,0185",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Tymphany,DPN001812,10UF 25V 20% 1206 X5R,_Generic_,CAP CER 10UF 25V 20% 1206 X5R,,Passives - Ceramic capacitors,"0,0325",USD,RFQTWIX,2020-05-26,,,,GEN
Bosch,DPN001813,1UF 25V 20% 0603 X5R,_Generic_,CAP CER 1UF 25V 20% 0603 X5R,,Passives - Ceramic capacitors,"1,8",JPY,Bom Bosch PSU-MADH 20200312,2020-03-01,10000,DDP MoP,20,GEN
Devialet,DPN001813,1UF 25V 20% 0603 X5R,_Generic_,CAP CER 1UF 25V 20% 0603 X5R,,Passives - Ceramic capacitors,"0,0138",EUR,DPN678,2018-08-17,,,,GEN
Seprolec,DPN001813,1UF 25V 20% 0603 X5R,_Generic_,CAP CER 1UF 25V 20% 0603 X5R,,Passives - Ceramic capacitors,"0,008",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Bosch,DPN001816,100NF 10V 20% 0402 X5R,_Generic_,CAP CER 100NF 10V 20% 0402 X5R,,Passives - Ceramic capacitors,"0,0044",EUR,DPN592,2018-08-17,,,,GEN
Bosch,DPN001822,470PF 100V 10% 0603 X7R,_Generic_,CAP CER 470PF 100V 10% 0603 X7R,,Passives - Ceramic capacitors,"0,459",JPY,Bosch20200525,2020-05-01,10000,DDP Mondeville,20,GEN
Devialet,DPN001822,470PF 100V 10% 0603 X7R,_Generic_,CAP CER 470PF 100V 10% 0603 X7R,,Passives - Ceramic capacitors,"0,0028",EUR,DPN283,2018-08-17,,,,GEN
Seprolec,DPN001822,470PF 100V 10% 0603 X7R,_Generic_,CAP CER 470PF 100V 10% 0603 X7R,,Passives - Ceramic capacitors,"0,0065",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Tymphany,DPN001822,470PF 100V 10% 0603 X7R,_Generic_,CAP CER 470PF 100V 10% 0603 X7R,,Passives - Ceramic capacitors,"0,0033",USD,RFQTWIX,2020-05-26,,,,GEN
Bosch,DPN001826,8.2PF 50V 3% 0402 C0G,_Generic_,CAP CER 8.2PF 50V 3% 0402 C0G,,Passives - Ceramic capacitors,"0,604",JPY,Bosch20200525,2020-05-01,10000,DDP Mondeville,16,GEN
Seprolec,DPN001826,8.2PF 50V 3% 0402 C0G,_Generic_,CAP CER 8.2PF 50V 3% 0402 C0G,,Passives - Ceramic capacitors,"0,006",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Devialet,DPN001830,33NF 100V 10% 0805 X7R,_Generic_,CAP CER 33NF 100V 10% 0805 X7R,,Passives - Ceramic capacitors,"0,023",EUR,DPN214,2018-08-16,,,,GEN
Seprolec,DPN001830,33NF 100V 10% 0805 X7R,_Generic_,CAP CER 33NF 100V 10% 0805 X7R,,Passives - Ceramic capacitors,"0,0315",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Seprolec,DPN001834,92250-088LF,FCI AMPHENOL,CONN RJ45 SHIELDED Cat3,,Connectors - Client interface sockets,"0,36",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Devialet,DPN001844,4.7UF 10V 20% 0402 X5R,_Generic_,CAP CER 4.7UF 10V 20% 0402 X5R,,Passives - Ceramic capacitors,"0,03",EUR,,2018-09-24,,,,GEN
Tymphany,DPN001844,4.7UF 10V 20% 0402 X5R,_Generic_,CAP CER 4.7UF 10V 20% 0402 X5R,,Passives - Ceramic capacitors,"0,0039",USD,RFQTWIX,2020-05-26,,,,GEN
Bosch,DPN001845,22NF 16V 10% 0402 X7R,_Generic_,CAP CER 22NF 16V 10% 0402 X7R,,Passives - Ceramic capacitors,"0,091",JPY,Bosch20200525,2020-05-01,10000,DDP Mondeville,38,GEN
Devialet,DPN001845,22NF 16V 10% 0402 X7R,_Generic_,CAP CER 22NF 16V 10% 0402 X7R,,Passives - Ceramic capacitors,"0,0005",EUR,DPN656,2018-08-16,,,,GEN
Seprolec,DPN001845,22NF 16V 10% 0402 X7R,_Generic_,CAP CER 22NF 16V 10% 0402 X7R,,Passives - Ceramic capacitors,"0,003",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Tymphany,DPN001845,22NF 16V 10% 0402 X7R,_Generic_,CAP CER 22NF 16V 10% 0402 X7R,,Passives - Ceramic capacitors,"0,0006",USD,RFQTWIX,2020-05-26,,,,GEN
Bosch,DPN001885,1NF 16V 10% 0402 X7R,_Generic_,CAP CER 1NF 16V 10% 0402 X7R,,Passives - Ceramic capacitors,"0,0026",EUR,Bosch20200505,2020-05-01,10000,DDP mondeville,29,GEN
Seprolec,DPN001885,1NF 16V 10% 0402 X7R,_Generic_,CAP CER 1NF 16V 10% 0402 X7R,,Passives - Ceramic capacitors,"0,01",EUR,digikey,2018-08-17,,,,GEN
Tymphany,DPN001885,1NF 16V 10% 0402 X7R,_Generic_,CAP CER 1NF 16V 10% 0402 X7R,,Passives - Ceramic capacitors,"0,0008",USD,RFQTWIX,2020-05-26,,,,GEN
Seprolec,DPN001906,B72207S0301K,TDK,VARISTOR 470V 1.2KA DISC 7MM,,"Discret - Circuit protection (Fuses, ICL, TVS)","0,035",EUR,PACOV3_01-09-2020,2020-09-10,,,,
Bosch,DPN001907,20PF 50V 5% 0402 C0G,_Generic_,CAP CER 20PF 50V 5% 0402 C0G,,Passives - Ceramic capacitors,"0,199",JPY,Bosch20200525,2020-05-01,10000,DDP Mondeville,26,GEN
Seprolec,DPN001907,20PF 50V 5% 0402 C0G,_Generic_,CAP CER 20PF 50V 5% 0402 C0G,,Passives - Ceramic capacitors,"0,004",EUR,PACOV3_01-09-2020,2020-09-10,,,,GEN
Bosch,DPN001921,84.5K 1% 0402,_Generic_,RES 84.5K 1% 0402,,Passives - Resistors,"0,08",JPY,Bosch20200525,2020-05-01,10000,DDP Mondeville,20,
